,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant,agent0_216,agent1_216,agent2_216,agent3_216,agent4_216,agent5_216
0,-0.9724550247192384,-1.7085893154144287,-2.1778876781463623,-2.578655958175659,-2.477597951889038,-2.654549121856689,-0.4282039105892181,-0.1999101936817169,-1.3557407855987549,-0.7834329009056091,-1.0502986907958984,-1.4763689041137695
2,-0.9348193407058716,-0.9741312861442566,-2.0546462535858154,-2.496690511703491,-2.4959938526153564,-2.628222703933716,-0.5050137042999268,-0.0265135373920202,-1.997115015983581,-9.549164772033691,-22.516611099243164,-23.93280601501465
4,-0.9444220066070556,-0.7865769863128662,-1.4101725816726685,-0.8003283739089966,-1.2112947702407837,-0.7474671602249146,-0.9817155003547668,-0.3600975573062897,-3.2659003734588623,-3.274179697036743,-2.0955615043640137,-1.0383422374725342
6,-1.0575321912765503,-1.1615229845046997,-1.5882333517074585,-2.3187150955200195,-2.4908535480499268,-2.1211228370666504,-2.4161505699157715,-0.0838648080825805,-0.1100505217909812,-5.478224754333496,-10.649155616760254,-13.42993450164795
5,-0.9465049505233764,-0.9966920018196106,-1.4657129049301147,-1.5127196311950684,-2.3124217987060547,-1.909107446670532,-0.3549319207668304,-0.0767269805073738,-0.1038972288370132,-6.238132953643799,-11.113374710083008,-16.82269859313965
1,-1.0430108308792114,-1.5068022012710571,-1.702572226524353,-2.494832754135132,-2.765631437301636,-3.1116514205932617,-0.6091298460960388,-0.1850497722625732,-1.0834684371948242,-7.278450489044189,-25.15127182006836,-25.336631774902344
3,-0.9043939113616944,-1.0681822299957275,-2.0946593284606934,-2.473841667175293,-2.292665958404541,-2.2906312942504883,-0.0440903045237064,-0.0399420037865638,-3.8155088424682617,-6.995559215545654,-7.844203948974609,-7.727975845336914
7,-0.8371537923812866,-2.1013336181640625,-3.078202486038208,-2.930438995361328,-2.196021318435669,-2.389349937438965,-0.7319676280021667,-0.1069567948579788,-0.4902390837669372,-1.289963960647583,-0.5103867053985596,-5.613309860229492
8,-1.0464365482330322,-2.2306504249572754,-2.514710187911988,-2.087065458297729,-2.432157278060913,-2.503511667251587,-0.9874624609947203,-0.1714135706424713,-4.068497180938721,-3.7770235538482666,-5.632614612579346,-2.542381763458252
10,-1.290898084640503,-2.0939786434173584,-2.2225260734558105,-1.711790680885315,-2.326185464859009,-2.7722952365875244,-1.818104147911072,-2.0921971797943115,-3.0160953998565674,-3.042631149291992,-8.485709190368652,-12.326194763183594
12,-1.1707828044891355,-1.5914771556854248,-2.3441426753997803,-2.0624256134033203,-1.801974177360535,-1.7029719352722168,-2.253145456314087,-0.8303606510162354,-0.1933683604001999,-8.593385696411133,-25.59622573852539,-24.625207901000977
14,-1.1731858253479004,-1.9503960609436035,-1.1947590112686155,-1.0050442218780518,-2.32938551902771,-2.0664222240448,-1.461272358894348,-5.020013332366943,-0.7300450205802917,-1.2893604040145874,-7.330089092254639,-9.08560848236084
13,-1.0078462362289429,-2.177211284637451,-2.0065479278564453,-1.47144877910614,-1.3756649494171145,-1.675508737564087,-0.287198394536972,-0.1437026709318161,-16.806533813476562,-20.388490676879883,-30.906333923339844,-27.54302215576172
11,-1.0831565856933594,-0.9282729029655457,-1.7161576747894287,-2.721205234527588,-2.13409161567688,-2.294385433197021,-0.5545752048492432,-0.2881485521793365,-0.3892917335033417,-5.056424140930176,-8.54101848602295,-9.857831001281738
18,-1.1406261920928955,-2.363205671310425,-2.7732765674591064,-3.094056367874145,-3.094056367874145,-2.788325786590576,-1.005790114402771,-0.0216947458684444,-3.657080173492432,-5.6311469078063965,-5.6311469078063965,-4.741675853729248
15,-0.9960061311721802,-2.0054521560668945,-2.760251760482788,-2.472825527191162,-2.487194538116455,-2.4052963256835938,-0.0651464685797691,-0.9644105434417723,-7.555059909820557,-10.27122688293457,-9.653006553649902,-11.3941068649292
9,-1.6030713319778442,-1.2928314208984375,-1.5142779350280762,-2.0683035850524902,-2.753726959228516,-1.6383904218673706,-1.0982205867767334,-0.0771972313523292,-2.845338821411133,-27.89270401000977,-27.156848907470703,-24.54652976989746
16,-1.0105096101760864,-1.5157045125961304,-2.266972541809082,-1.8219728469848635,-1.7885291576385498,-2.055222988128662,-0.908538579940796,-0.4037299752235412,-5.397685050964356,-6.92302942276001,-5.764238357543945,-8.040313720703125
19,-1.1423389911651611,-1.5132768154144287,-2.2395496368408203,-3.263962984085083,-2.85478949546814,-3.1109988689422607,-0.8231894969940186,-0.0465129762887954,-1.4055570363998413,-2.9437849521636963,-24.959930419921875,-26.56841087341309
17,-1.0190937519073486,-1.0822383165359497,-1.6323614120483398,-2.6697001457214355,-2.5675604343414307,-2.6491684913635254,-0.521317183971405,-0.2271215319633484,-0.1241390034556388,-8.323193550109863,-26.06893920898437,-27.24078369140625
